,filename,v_baseline,rheobase_i,fi_fit_slope,sag,vm_for_sag,input_resistance,tau,hero_adapt,hero_avg_rate,hero_first_isi,hero_isi_cv,hero_latency,hero_mean_isi,hero_median_isi,hero_stim_amp,rheo_threshold_v,rheo_trough_v,rheo_fast_trough_v,rheo_slow_trough_v,rheo_adp_v,rheo_width,rheo_upstroke_downstroke_ratio,rheo_peak_t,rheo_fast_trough_t,rheo_trough_t,rheo_slow_trough_t,rheo_peak_v,qc_blowout_mv,qc_electrode_0_pa,qc_recording_date,qc_seal_gohm,qc_input_resistance_mohm,qc_initial_access_resistance_mohm,qc_input_access_resistance_ratio
25,sub-793165711_ses-793615707_icephys.nwb,-74.79738827409416,320.0,-1.6063972462865191e-18,0.17513279616832733,-81.8125,43.70826482772827,0.017852728086078577,,1.0000200004000082,,,0.06272,,,360.0,-47.906253814697266,-64.55625915527344,-58.256248474121094,,,0.0007599999999999829,1.147538817502635,0.61356,0.6154000000000001,0.68026,,41.48125457763672,,74.00250244140625,2018-12-12 02:51:02,2.7477957120000003,39.238203999999996,5.928716,0.151095498662477
26,sub-768678784_ses-768819554_icephys.nwb,-73.18118879530165,90.0,0.2000040000800016,0.007273087278008461,-89.01874542236328,125.60269236564636,0.015861552333129837,0.039984419538205605,11.00022000440009,0.0460799999999999,0.16533606727602262,0.06590000000000007,0.086116,0.09188000000000002,130.0,-35.63125228881836,-50.10000228881836,-50.031253814697266,,,0.0008799999999999919,1.115410806259024,0.71058,0.7125,0.71242,,47.031253814697266,,-41.856876373291016,2018-10-25 21:54:24,1.5207632640000002,148.991952,15.327288,0.1028732612349424
27,sub-596832620_ses-596894428_icephys.nwb,-67.35754810680042,249.99998474121094,0.0040000162454778155,0.028337031602859497,-85.87500762939453,67.70826876163483,0.019650222619740896,,1.0000200004000082,,,0.1516599999999999,,,249.99998474121094,-34.78125,-43.687503814697266,-38.21875,,,0.0014199999999999768,1.6903528801466345,0.65292,0.65648,0.8,,29.15625,,26.934999465942383,2017-06-21 01:45:41,1.8606892800000001,50.742799999999995,10.301007,0.20300430800034688
28,sub-786359945_ses-786484807_icephys.nwb,-78.46892013549805,210.0,0.14500291264674345,0.03222142904996872,-88.1937484741211,85.96885204315186,0.016916877982420656,0.0748586950525049,7.000140002800057,0.06728,0.2209690011024594,0.07034000000000007,0.13207,0.14265999999999995,249.99998474121094,-42.525001525878906,-53.89375305175781,-51.85625457763672,,,0.0008799999999999919,1.3000195016887697,0.6944400000000001,0.6967,0.77244,,51.21875,,-29.7237491607666,2018-11-28 06:39:42,6.068416512000001,97.658264,11.063559999999999,0.1132885180101092
29,sub-774230643_ses-774415993_icephys.nwb,-66.01397132873535,180.0,0.05000100764954668,0.192208394408226,-71.24375915527344,73.59389960765839,0.020475159203718864,,2.0000400008000163,0.02055999999999991,0.0,0.05734000000000006,0.02055999999999991,0.02055999999999991,220.0,-39.20625305175781,-55.28750228881836,-51.162498474121094,,,0.0013800000000000479,2.086904497140106,0.6518200000000001,0.6556000000000001,0.74668,,51.61249923706055,,-26.505624771118164,2018-11-07 00:59:13,1.6759848960000001,67.99139199999999,12.512495999999999,0.18403059022530383
30,sub-576060516_ses-576134053_icephys.nwb,-64.21261575486925,200.0,6.211139128729741e-17,0.2607443034648895,-71.75,50.65103992819786,0.0188671333851278,,2.0000400008000163,0.005900000000000016,0.0,0.05709999999999993,0.005900000000000016,0.005900000000000016,210.0,-39.46875,-44.312503814697266,-44.25,,,0.0008799999999999919,1.362006386553194,0.61256,0.6146,0.61466,,48.750003814697266,,-5.852499961853027,2017-03-23 23:10:52,1.3938054400000002,60.298283999999995,6.185464,0.10258109501092934
31,sub-767377358_ses-767829614_icephys.nwb,-64.43422571818034,90.0,0.17500350007000132,0.0798393189907074,-74.26249694824219,149.99960362911224,0.03182605207980195,0.03946722930448077,9.000180003600073,0.07110000000000005,0.1510259371864126,0.062039999999999984,0.11086499999999998,0.11588999999999999,130.0,-33.26250076293945,-45.63750457763672,-44.42499923706055,-45.63750457763672,-42.900001525878906,0.0009200000000000319,1.264668497788093,0.67096,0.6733,0.71336,0.71336,58.406253814697266,,34.81187438964844,2018-10-24 03:26:20,1.497169792,145.052816,15.663834999999999,0.10798711415571552
32,sub-770227957_ses-770511337_icephys.nwb,-67.31956058078342,150.0,0.07586358623724199,0.20552313327789307,-73.9124984741211,89.8437425494194,0.020172292643148612,0.9800167399037456,3.0000600012000245,0.00763999999999998,0.9800167399037456,0.05615999999999999,0.38232,0.38232,190.0,-37.95000076293945,-56.07500457763672,-47.23749923706055,,,0.0010799999999999699,1.3683871712709155,0.6352800000000001,0.63778,0.82798,,35.66875457763672,,-8.63687515258789,2018-10-31 01:43:54,4.565800960000001,69.52006399999999,8.0748845,0.11615185653453945
33,sub-786359945_ses-786465191_icephys.nwb,-68.30429285222834,150.0,0.17845184489896698,0.08355621993541718,-79.26250457763672,98.03134948015213,0.017642600006709933,0.14509619044935324,8.000160003200065,0.012419999999999987,0.37214410637658496,0.05466000000000004,0.12633999999999998,0.14413999999999993,190.0,-37.693748474121094,-50.32500076293945,-46.66875457763672,,,0.0009600000000000719,1.3683743308443301,0.63058,0.63296,0.76024,,52.16250228881836,,-25.400625228881836,2018-11-28 05:42:55,3.143189248,82.140832,6.2844535,0.07650827666318256
34,sub-653718968_ses-653804519_icephys.nwb,-77.12364127419211,160.0,0.12400248468836378,0.048408616334199905,-87.46875,91.09371155500412,0.018408382999237926,0.06905664818351032,5.000100002000041,0.12884000000000007,0.17552430864199733,0.06001999999999996,0.18435,0.19972999999999996,200.0,-45.406253814697266,-58.343753814697266,-53.562503814697266,,,0.0009999999999998899,1.353506800530176,0.6425399999999999,0.6449400000000001,0.71688,,42.968753814697266,,-52.602500915527344,2017-12-19 20:27:00,3.7936179200000004,114.403224,7.766984,0.0678913034828459
35,sub-770227957_ses-770516164_icephys.nwb,-71.96295166015625,170.0,0.09310531038206968,0.010965588502585888,-80.23124694824219,109.84344035387039,0.01912010979965335,0.009926005504274709,5.000100002000041,0.17614000000000007,0.04126356133264968,0.09443999999999997,0.17904999999999996,0.18045,210.0,-33.20624923706055,-49.812503814697266,-44.275001525878906,,,0.0012199999999999989,1.4101470041278863,0.74614,0.749,0.8131200000000001,,34.775001525878906,,32.75749969482422,2018-10-31 01:07:45,4.825352704,85.19416,10.733383,0.12598730945877043
36,sub-720619787_ses-720878765_icephys.nwb,-71.49806833267212,300.0,0.04578013638194842,0.09267652034759521,-79.84375,70.3125,0.01800231959335427,,1.0000200004000082,,,0.06020000000000003,,,340.0,-31.531251907348633,-47.9375,-39.0625,,,0.0010200000000000209,1.6110080116888597,0.61164,0.6145799999999999,0.7015,,64.0,,29.162500381469727,2018-07-18 06:48:41,2.6441474560000002,84.683424,6.8995405,0.08147451028905019
